name,link
Butcher's Creek,https://store.steampowered.com/app/2512560/Butchers_Creek/?snr=1_7_7_230_150_7
Infest,https://store.steampowered.com/app/2341560/Infest/?snr=1_7_7_230_150_7
Unaccessible,https://store.steampowered.com/app/3419670/Unaccessible/?snr=1_7_7_230_150_7
Horizons: The End Of Words,https://store.steampowered.com/app/3230280/Horizons_The_End_Of_Words/?snr=1_7_7_230_150_7
STAR WARS™: Episode I: Jedi Power Battles™,https://store.steampowered.com/app/2443630/STAR_WARS_Episode_I_Jedi_Power_Battles/?snr=1_7_7_230_150_7
Wren's Resurgence,https://store.steampowered.com/app/2728260/Wrens_Resurgence/?snr=1_7_7_230_150_7
FINAL FANTASY VII REBIRTH,https://store.steampowered.com/app/2909400/FINAL_FANTASY_VII_REBIRTH/?snr=1_7_7_230_150_7
Farmyard Pals Jigsaw Puzzles,https://store.steampowered.com/app/3427700/Farmyard_Pals_Jigsaw_Puzzles/?snr=1_7_7_230_150_7
Greed Stays Home,https://store.steampowered.com/app/3200460/Greed_Stays_Home/?snr=1_7_7_230_150_7
Bananitro,https://store.steampowered.com/app/3141340/Bananitro/?snr=1_7_7_230_150_7
A Butterfly,https://store.steampowered.com/app/3439300/A_Butterfly/?snr=1_7_7_230_150_7
Dump of the Dead X,https://store.steampowered.com/app/3428850/Dump_of_the_Dead_X/?snr=1_7_7_230_150_7
Mandragora Seeker in the CREEP ZONE,https://store.steampowered.com/app/3427650/Mandragora_Seeker_in_the_CREEP_ZONE/?snr=1_7_7_230_150_7
Sword of the Necromancer: Resurrection,https://store.steampowered.com/app/2782880/Sword_of_the_Necromancer_Resurrection/?snr=1_7_7_230_150_7
灾厄黑龙与谎言公主,https://store.steampowered.com/app/2850190/_/?snr=1_7_7_230_150_7
翻滚外星人 Rollover Alien,https://store.steampowered.com/app/3439580/_Rollover_Alien/?snr=1_7_7_230_150_7
Casino Simulator 2024,https://store.steampowered.com/app/2836450/Casino_Simulator_2024/?snr=1_7_7_230_150_7
Tokyo Xtreme Racer,https://store.steampowered.com/app/2634950/Tokyo_Xtreme_Racer/?snr=1_7_7_230_150_8
Mercenaries Lament: Requiem of the Silver Wolf,https://store.steampowered.com/app/2321040/Mercenaries_Lament_Requiem_of_the_Silver_Wolf/?snr=1_7_7_230_150_8
Rusty Dudes,https://store.steampowered.com/app/3164830/Rusty_Dudes/?snr=1_7_7_230_150_8
すてきなプリンワールドDX,https://store.steampowered.com/app/3428100/DX/?snr=1_7_7_230_150_8
StompyBoy,https://store.steampowered.com/app/3433880/StompyBoy/?snr=1_7_7_230_150_8
Darke: Haunting Hours,https://store.steampowered.com/app/3372010/Darke_Haunting_Hours/?snr=1_7_7_230_150_8
Ekorella Vol 1,https://store.steampowered.com/app/1387650/Ekorella_Vol_1/?snr=1_7_7_230_150_8
Border Town,https://store.steampowered.com/app/1967820/Border_Town/?snr=1_7_7_230_150_8
Astro Defender,https://store.steampowered.com/app/3430140/Astro_Defender/?snr=1_7_7_230_150_8
Mika and The Witch's Mountain,https://store.steampowered.com/app/1819460/Mika_and_The_Witchs_Mountain/?snr=1_7_7_230_150_8
Rally Mechanic Simulator,https://store.steampowered.com/app/1588090/Rally_Mechanic_Simulator/?snr=1_7_7_230_150_8
Merge Guard,https://store.steampowered.com/app/3439510/Merge_Guard/?snr=1_7_7_230_150_8
Supermarket Bash,https://store.steampowered.com/app/2477280/Supermarket_Bash/?snr=1_7_7_230_150_8
"The Legend of Heroes: Kai no Kiseki -Farewell, O Zemuria-",https://store.steampowered.com/app/3319980/The_Legend_of_Heroes_Kai_no_Kiseki_Farewell_O_Zemuria/?snr=1_7_7_230_150_8
ENDER MAGNOLIA: Bloom in the Mist,https://store.steampowered.com/app/2725260/ENDER_MAGNOLIA_Bloom_in_the_Mist/?snr=1_7_7_230_150_8
Scary World,https://store.steampowered.com/app/3416560/Scary_World/?snr=1_7_7_230_150_8
Skills and Slimes,https://store.steampowered.com/app/3423500/Skills_and_Slimes/?snr=1_7_7_230_150_8
Triptych Book I: Blockhead,https://store.steampowered.com/app/2928220/Triptych_Book_I_Blockhead/?snr=1_7_7_230_150_8
poker dungeon,https://store.steampowered.com/app/2909050/poker_dungeon/?snr=1_7_7_230_150_8
No Name Game,https://store.steampowered.com/app/3239900/No_Name_Game/?snr=1_7_7_230_150_8
Sungka,https://store.steampowered.com/app/3383820/Sungka/?snr=1_7_7_230_150_8
Demon Town Maker,https://store.steampowered.com/app/3425850/Demon_Town_Maker/?snr=1_7_7_230_150_8
Shalnor: Silverwind Saga,https://store.steampowered.com/app/2907050/Shalnor_Silverwind_Saga/?snr=1_7_7_230_150_8
Кровосмесительный роман,https://store.steampowered.com/app/3421500/Krovosmesitelnyj_roman/?snr=1_7_7_230_150_8
Liminal Spaces: Outside The Backrooms,https://store.steampowered.com/app/3417930/Liminal_Spaces_Outside_The_Backrooms/?snr=1_7_7_230_150_8
Investigating Alien Cats 调查外星猫,https://store.steampowered.com/app/3426330/Investigating_Alien_Cats/?snr=1_7_7_230_150_8
走亲戚大作战,https://store.steampowered.com/app/3007490/_/?snr=1_7_7_230_150_8
机器人大战蜘蛛,https://store.steampowered.com/app/3391620/_/?snr=1_7_7_230_150_8
Whitty Bird,https://store.steampowered.com/app/3428640/Whitty_Bird/?snr=1_7_7_230_150_8
Owl Shooter,https://store.steampowered.com/app/3428700/Owl_Shooter/?snr=1_7_7_230_150_8
Hit Monkey,https://store.steampowered.com/app/3428660/Hit_Monkey/?snr=1_7_7_230_150_8
夏末白夜,https://store.steampowered.com/app/2538910/_/?snr=1_7_7_230_150_8
TRS22 Model Railroaders Edition,https://store.steampowered.com/app/2743520/TRS22_Model_Railroaders_Edition/?snr=1_7_7_230_150_8
Chicken Defense War - Tower Defense,https://store.steampowered.com/app/3149250/Chicken_Defense_War__Tower_Defense/?snr=1_7_7_230_150_8
DOKAPON ~Sword of Fury~,https://store.steampowered.com/app/3077020/DOKAPON_Sword_of_Fury/?snr=1_7_7_230_150_8
我的一个多重人格朋友,https://store.steampowered.com/app/1000050/_/?snr=1_7_7_230_150_8
The Shell Part III: Paradiso,https://store.steampowered.com/app/3296790/The_Shell_Part_III_Paradiso/?snr=1_7_7_230_150_8
Tablets of Power,https://store.steampowered.com/app/3318330/Tablets_of_Power/?snr=1_7_7_230_150_8
Code Alkonost: Awakening of Evil,https://store.steampowered.com/app/2062030/Code_Alkonost_Awakening_of_Evil/?snr=1_7_7_230_150_8
The Outer Side,https://store.steampowered.com/app/3420840/The_Outer_Side/?snr=1_7_7_230_150_8
Slime Climb,https://store.steampowered.com/app/3431030/Slime_Climb/?snr=1_7_7_230_150_8
Christmas Stories: Clara and the Guiding Star Collector's Edition,https://store.steampowered.com/app/3469570/Christmas_Stories_Clara_and_the_Guiding_Star_Collectors_Edition/?snr=1_7_7_230_150_8
Dad's Coming,https://store.steampowered.com/app/1527350/Dads_Coming/?snr=1_7_7_230_150_8
Blazing Trail,https://store.steampowered.com/app/2825560/Blazing_Trail/?snr=1_7_7_230_150_8
Godly Survivors,https://store.steampowered.com/app/2625680/Godly_Survivors/?snr=1_7_7_230_150_8
Vambrace: Dungeon Monarch,https://store.steampowered.com/app/2753600/Vambrace_Dungeon_Monarch/?snr=1_7_7_230_150_8
Oracle of Meles,https://store.steampowered.com/app/2779160/Oracle_of_Meles/?snr=1_7_7_230_150_8
Kunoichi Beat,https://store.steampowered.com/app/3387990/Kunoichi_Beat/?snr=1_7_7_230_150_8
Miko Funk,https://store.steampowered.com/app/3388000/Miko_Funk/?snr=1_7_7_230_150_8
Pocket Lint,https://store.steampowered.com/app/3433730/Pocket_Lint/?snr=1_7_7_230_150_8
Somber Echoes,https://store.steampowered.com/app/1299290/Somber_Echoes/?snr=1_7_7_230_150_9
Lonely Mountains: Snow Riders,https://store.steampowered.com/app/2545360/Lonely_Mountains_Snow_Riders/?snr=1_7_7_230_150_9
Minidinos,https://store.steampowered.com/app/3416180/Minidinos/?snr=1_7_7_230_150_9
The Accuser and The Abyss,https://store.steampowered.com/app/3356290/The_Accuser_and_The_Abyss/?snr=1_7_7_230_150_9
迫降Landing,https://store.steampowered.com/app/3420490/Landing/?snr=1_7_7_230_150_9
《道格拉斯警督的日记》,https://store.steampowered.com/app/3177200/_/?snr=1_7_7_230_150_9
Matchmaking Inc.,https://store.steampowered.com/app/2103130/Matchmaking_Inc/?snr=1_7_7_230_150_9
The Killer Pass: Season 1,https://store.steampowered.com/app/3411030/The_Killer_Pass_Season_1/?snr=1_7_7_230_150_9
MISTERY,https://store.steampowered.com/app/2537010/MISTERY/?snr=1_7_7_230_150_9
So Much Stuff 5: Mix-Knacks,https://store.steampowered.com/app/2710050/So_Much_Stuff_5_MixKnacks/?snr=1_7_7_230_150_9
稻草启世录,https://store.steampowered.com/app/2607160/_/?snr=1_7_7_230_150_9
SACRIFICE VILLAINS,https://store.steampowered.com/app/3137110/SACRIFICE_VILLAINS/?snr=1_7_7_230_150_9
THE DARK SIDE OF CECLON,https://store.steampowered.com/app/1467090/THE_DARK_SIDE_OF_CECLON/?snr=1_7_7_230_150_9
Warlords Under Siege,https://store.steampowered.com/app/2091500/Warlords_Under_Siege/?snr=1_7_7_230_150_9
Settlements Rising,https://store.steampowered.com/app/2378910/Settlements_Rising/?snr=1_7_7_230_150_9
DEEP IN THE DREAD,https://store.steampowered.com/app/3323770/DEEP_IN_THE_DREAD/?snr=1_7_7_230_150_9
Hayden's Odyssey,https://store.steampowered.com/app/3405050/Haydens_Odyssey/?snr=1_7_7_230_150_9
Yield! Fall of Rome,https://store.steampowered.com/app/1561960/Yield_Fall_of_Rome/?snr=1_7_7_230_150_9
IDUN,https://store.steampowered.com/app/2186360/IDUN/?snr=1_7_7_230_150_9
Escape from the Nursing Home,https://store.steampowered.com/app/2516870/Escape_from_the_Nursing_Home/?snr=1_7_7_230_150_9
Stickman Adventures,https://store.steampowered.com/app/3430550/Stickman_Adventures/?snr=1_7_7_230_150_9
WonderLang French,https://store.steampowered.com/app/3035140/WonderLang_French/?snr=1_7_7_230_150_9
Street Crime Mission,https://store.steampowered.com/app/3401880/Street_Crime_Mission/?snr=1_7_7_230_150_9
メアリウム,https://store.steampowered.com/app/3428180/_/?snr=1_7_7_230_150_9
Pairs & Perils,https://store.steampowered.com/app/3179860/Pairs__Perils/?snr=1_7_7_230_150_9
Chinese Chess - Xiangqi,https://store.steampowered.com/app/3430880/Chinese_Chess__Xiangqi/?snr=1_7_7_230_150_9
Government Contractors: Arms of Influence,https://store.steampowered.com/app/3357570/Government_Contractors_Arms_of_Influence/?snr=1_7_7_230_150_9
Too Tired To Die,https://store.steampowered.com/app/3078920/Too_Tired_To_Die/?snr=1_7_7_230_150_9
City of Graves,https://store.steampowered.com/app/2707240/City_of_Graves/?snr=1_7_7_230_150_9
Dark Umbra,https://store.steampowered.com/app/2862620/Dark_Umbra/?snr=1_7_7_230_150_9
Dungeon Slide,https://store.steampowered.com/app/3415390/Dungeon_Slide/?snr=1_7_7_230_150_9
Together After Dark,https://store.steampowered.com/app/2708790/Together_After_Dark/?snr=1_7_7_230_150_9
ThroneForge - The Fortress War,https://store.steampowered.com/app/2692040/ThroneForge__The_Fortress_War/?snr=1_7_7_230_150_9
Shadow Baptism,https://store.steampowered.com/app/3359430/Shadow_Baptism/?snr=1_7_7_230_150_9
LYMBUS,https://store.steampowered.com/app/2683590/LYMBUS/?snr=1_7_7_230_150_9
Animal Planet,https://store.steampowered.com/app/3426200/Animal_Planet/?snr=1_7_7_230_150_9
Entities,https://store.steampowered.com/app/2536500/Entities/?snr=1_7_7_230_150_9
Obstacle Sprint,https://store.steampowered.com/app/3353120/Obstacle_Sprint/?snr=1_7_7_230_150_9
King of Hoops,https://store.steampowered.com/app/3312700/King_of_Hoops/?snr=1_7_7_230_150_9
Bulletproof Tank Adventure,https://store.steampowered.com/app/3337110/Bulletproof_Tank_Adventure/?snr=1_7_7_230_150_9
Everfall 1999,https://store.steampowered.com/app/3418300/Everfall_1999/?snr=1_7_7_230_150_9
JOY OF PROGRAMMING - Software Engineering Simulator,https://store.steampowered.com/app/2216770/JOY_OF_PROGRAMMING__Software_Engineering_Simulator/?snr=1_7_7_230_150_9
Chicken Maze,https://store.steampowered.com/app/3422620/Chicken_Maze/?snr=1_7_7_230_150_9
Snake Eat Chicken,https://store.steampowered.com/app/3422630/Snake_Eat_Chicken/?snr=1_7_7_230_150_9
Reverie Shift,https://store.steampowered.com/app/3346240/Reverie_Shift/?snr=1_7_7_230_150_9
From The Past,https://store.steampowered.com/app/3342650/From_The_Past/?snr=1_7_7_230_150_9
Anime Jigsaw,https://store.steampowered.com/app/3372720/Anime_Jigsaw/?snr=1_7_7_230_150_9
Backrooms: New Gate,https://store.steampowered.com/app/3301970/Backrooms_New_Gate/?snr=1_7_7_230_150_9
Crazy Islands,https://store.steampowered.com/app/3075370/Crazy_Islands/?snr=1_7_7_230_150_9
Skystead Ranch,https://store.steampowered.com/app/2399570/Skystead_Ranch/?snr=1_7_7_230_150_9
Fork-U Forklift Simulator,https://store.steampowered.com/app/3220300/ForkU_Forklift_Simulator/?snr=1_7_7_230_150_10
Asterism,https://store.steampowered.com/app/2187450/Asterism/?snr=1_7_7_230_150_10
Last Train Outta' Wormtown,https://store.steampowered.com/app/2318480/Last_Train_Outta_Wormtown/?snr=1_7_7_230_150_10
Find All Things,https://store.steampowered.com/app/3093230/Find_All_Things/?snr=1_7_7_230_150_10
Diddy,https://store.steampowered.com/app/3272140/Diddy/?snr=1_7_7_230_150_10
Figure Skating Legends,https://store.steampowered.com/app/3357130/Figure_Skating_Legends/?snr=1_7_7_230_150_10
Saber Survivors,https://store.steampowered.com/app/3116810/Saber_Survivors/?snr=1_7_7_230_150_10
Cacotopia,https://store.steampowered.com/app/3310320/Cacotopia/?snr=1_7_7_230_150_10
Casino Heist: Aruba,https://store.steampowered.com/app/3386480/Casino_Heist_Aruba/?snr=1_7_7_230_150_10
Tigershark,https://store.steampowered.com/app/3254250/Tigershark/?snr=1_7_7_230_150_10
Breakout,https://store.steampowered.com/app/2952480/Breakout/?snr=1_7_7_230_150_10
Monster Meals,https://store.steampowered.com/app/3021850/Monster_Meals/?snr=1_7_7_230_150_10
Takara Cards,https://store.steampowered.com/app/1932210/Takara_Cards/?snr=1_7_7_230_150_10
Newton's Fourth Law,https://store.steampowered.com/app/3023490/Newtons_Fourth_Law/?snr=1_7_7_230_150_10
Chase,https://store.steampowered.com/app/2449720/Chase/?snr=1_7_7_230_150_10
War of Resistance,https://store.steampowered.com/app/1870200/War_of_Resistance/?snr=1_7_7_230_150_10
本草归元录,https://store.steampowered.com/app/3014680/_/?snr=1_7_7_230_150_10
恐龙岛(巨兽岛),https://store.steampowered.com/app/3139890/_/?snr=1_7_7_230_150_10
RIFA,https://store.steampowered.com/app/2687250/RIFA/?snr=1_7_7_230_150_10
Vampire Castle VR Maiden's Adventure,https://store.steampowered.com/app/3313160/Vampire_Castle_VR__Maidens_Adventure/?snr=1_7_7_230_150_10
巴哈姆特1-REMAKE(BAHAMUT1-REMAKE),https://store.steampowered.com/app/3201530/1REMAKEBAHAMUT1REMAKE/?snr=1_7_7_230_150_10
Square 2048,https://store.steampowered.com/app/3421950/Square_2048/?snr=1_7_7_230_150_10
Танки Вместе Стрельба,https://store.steampowered.com/app/3400160/Tanki_Vmeste_Strelba/?snr=1_7_7_230_150_10
DYNASTY WARRIORS: ORIGINS,https://store.steampowered.com/app/2384580/DYNASTY_WARRIORS_ORIGINS/?snr=1_7_7_230_150_10
9 Lives to Defend,https://store.steampowered.com/app/2389560/9_Lives_to_Defend/?snr=1_7_7_230_150_10
Tales of Graces f Remastered,https://store.steampowered.com/app/2530980/Tales_of_Graces_f_Remastered/?snr=1_7_7_230_150_10
Slay the Alice,https://store.steampowered.com/app/3048760/Slay_the_Alice/?snr=1_7_7_230_150_10
Stage Cleared,https://store.steampowered.com/app/3209860/Stage_Cleared/?snr=1_7_7_230_150_10
Dragon Ruins II,https://store.steampowered.com/app/3293490/Dragon_Ruins_II/?snr=1_7_7_230_150_10
Starlair,https://store.steampowered.com/app/3126380/Starlair/?snr=1_7_7_230_150_10
Football Coach: College Dynasty,https://store.steampowered.com/app/2151290/Football_Coach_College_Dynasty/?snr=1_7_7_230_150_10
Gallery: Coloring book & decor,https://store.steampowered.com/app/3253860/Gallery_Coloring_book__decor/?snr=1_7_7_230_150_10
Age of Water,https://store.steampowered.com/app/2695490/Age_of_Water/?snr=1_7_7_230_150_10
ロボット少女は夢を見る-RobotBattleChampionship-,https://store.steampowered.com/app/2742730/RobotBattleChampionship/?snr=1_7_7_230_150_10
Tyrant's Realm,https://store.steampowered.com/app/2259260/Tyrants_Realm/?snr=1_7_7_230_150_10
Check Inn,https://store.steampowered.com/app/2741390/Check_Inn/?snr=1_7_7_230_150_10
Banana Massacre,https://store.steampowered.com/app/3388530/Banana_Massacre/?snr=1_7_7_230_150_10
Aure,https://store.steampowered.com/app/2620690/Aure/?snr=1_7_7_230_150_10
Desperate Travelers,https://store.steampowered.com/app/2946190/Desperate_Travelers/?snr=1_7_7_230_150_10
RANDOMAX,https://store.steampowered.com/app/3096420/RANDOMAX/?snr=1_7_7_230_150_10
Undead Hunter Part I,https://store.steampowered.com/app/3316330/Undead_Hunter_Part_I/?snr=1_7_7_230_150_10
Signal Maze,https://store.steampowered.com/app/2153430/Signal_Maze/?snr=1_7_7_230_150_10
The Escape Room Chronicles ep1:The Mysterious KumaDonald's,https://store.steampowered.com/app/3196770/The_Escape_Room_Chronicles_ep1The_Mysterious_KumaDonalds/?snr=1_7_7_230_150_10
Kill A Million Rats,https://store.steampowered.com/app/2551440/Kill_A_Million_Rats/?snr=1_7_7_230_150_10
Lock In,https://store.steampowered.com/app/3070410/Lock_In/?snr=1_7_7_230_150_10
Tenshi,https://store.steampowered.com/app/3395530/Tenshi/?snr=1_7_7_230_150_10
Deckarium,https://store.steampowered.com/app/3011230/Deckarium/?snr=1_7_7_230_150_10
Age of Darkness: Final Stand,https://store.steampowered.com/app/1426450/Age_of_Darkness_Final_Stand/?snr=1_7_7_230_150_10
Dead Streets: Zombie Blitz,https://store.steampowered.com/app/2984000/Dead_Streets_Zombie_Blitz/?snr=1_7_7_230_150_10
Broken Alliance,https://store.steampowered.com/app/1704180/Broken_Alliance/?snr=1_7_7_230_150_10
Factorio,https://store.steampowered.com/app/427520/Factorio/
